House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
1,Fornaxjar Avenue,Stewart,Campbell-Barnett,5,Son,NA,Male,Student,None,NA
2,Fornaxjar Avenue,Adam,Kent,68,Head,Married,Male,Retired Recycling officer,None,None
2,Fornaxjar Avenue,Debra,Kent,66,Wife,Married,Female,Sports therapist,None,None
2,Fornaxjar Avenue,Mary,Stevenson,11,Granddaughter,NA,Female,Student,None,NA
3,Fornaxjar Avenue,Abigail,Roberts,43,Head,Married,Female,Public librarian,None,
3,Fornaxjar Avenue,Toby,Roberts,48,Husband,Married,Male,TEFL teacher,None,
3,Fornaxjar Avenue,Glen,Roberts,16,Son,NA,Male,Student,None,NA
4,Fornaxjar Avenue,Pamela,King,20,Head,Married,Female,University Student,None,None
4,Fornaxjar Avenue,Scott,King,23,Husband,Married,Male,Warden/ranger,None,None
4,Fornaxjar Avenue,Victoria,King,3,Daughter,NA,Female,Child,None,NA
4,Fornaxjar Avenue,Amelia,Wilson,36,Sibling,Single,Female,Systems developer,None,None
5,Fornaxjar Avenue,Catherine,Gill,44,Head,Married,Female,Lobbyist,None,Intramystical
5,Fornaxjar Avenue,Raymond,Gill,48,Husband,Married,Male,Physiological scientist,None,None
5,Fornaxjar Avenue,Toby,Gill,15,Son,NA,Male,Student,None,NA
6,Fornaxjar Avenue,George,Davis,54,Head,Single,Male,Bonds trader,None,Convergeance
7,Fornaxjar Avenue,Kieran,Smith,46,Head,Married,Male,Automotive engineer,None,Intramystical
7,Fornaxjar Avenue,Rachel,Smith,43,Wife,Married,Female,"Horticulturist, commercial",None,Intramystical
7,Fornaxjar Avenue,Abigail,Smith,11,Daughter,NA,Female,Student,None,NA
8,Fornaxjar Avenue,Ian,Anderson,39,Head,Married,Male,Architectural technologist,None,None
8,Fornaxjar Avenue,Hilary,Anderson,40,Wife,Married,Female,"Therapist, music",None,None
8,Fornaxjar Avenue,Joan,Anderson,7,Daughter,NA,Female,Student,None,NA
9,Fornaxjar Avenue,Tony,Jones,18,Head,Single,Male,Student,None,NA
9,Fornaxjar Avenue,Henry,Jones,46,None,Single,Male,Games developer,None,Triangulism
9,Fornaxjar Avenue,Albert,Kemp,20,None,Single,Male,Volunteer coordinator,None,None
9,Fornaxjar Avenue,Barbara,Hall,57,None,Single,Female,"Loss adjuster, chartered",None,Triangulism
9,Fornaxjar Avenue,Adam,Green,41,None,Single,Male,Fine artist,None,
10,Fornaxjar Avenue,Debra,Long,56,Head,Married,Female,Air broker,None,Intramystical
10,Fornaxjar Avenue,Connor,Long,58,Husband,Married,Male,Unemployed,None,Intramystical
10,Fornaxjar Avenue,Duncan,Long,31,Son,Single,Male,Information officer,None,Intramystical
11,Fornaxjar Avenue,Mary,Barry,44,Head,Single,Female,Automotive engineer,None,
11,Fornaxjar Avenue,Kenneth,Wilson,45,Partner,Single,Male,Clinical embryologist,None,
11,Fornaxjar Avenue,Jacqueline,Barry,26,Daughter,Single,Female,Pensions consultant,None,None
11,Fornaxjar Avenue,Abbie,Barry,14,Daughter,NA,Female,Student,None,NA
12,Fornaxjar Avenue,Douglas,Smith,63,Head,Married,Male,"Scientist, water quality",None,None
12,Fornaxjar Avenue,Hazel,Smith,63,Wife,Married,Female,Physiotherapist,None,None
12,Fornaxjar Avenue,Max,Bryan,9,Grandson,NA,Male,Student,None,NA
13,Fornaxjar Avenue,Conor,Robertson,32,Head,Single,Male,Film/video editor,None,None
13,Fornaxjar Avenue,Leigh,James,47,None,Single,Male,"Presenter, broadcasting",None,Intramystical
13,Fornaxjar Avenue,Olivia,Day,36,None,Single,Female,Unemployed,None,None
14,Fornaxjar Avenue,Mary,Stewart,21,Head,Single,Female,University Student,None,Triangulism
14,Fornaxjar Avenue,Frederick,Stewart,4,Son,NA,Male,Child,None,NA
15,Fornaxjar Avenue,Pauline,Price,22,Head,Married,Female,University Student,None,None
15,Fornaxjar Avenue,Stewart,Price,26,Husband,Married,Male,Research scientist (medical),None,None
16,Fornaxjar Avenue,Joseph,Anderson,59,Head,Married,Male,"Journalist, broadcasting",None,Utheism
16,Fornaxjar Avenue,Georgina,Anderson,57,Wife,Married,Female,Database administrator,None,Utheism
16,Fornaxjar Avenue,Kieran,Anderson,9,Grandson,NA,Male,Student,None,NA
17,Fornaxjar Avenue,Denis,Johnson,33,Head,Divorced,Male,Unemployed,None,None
17,Fornaxjar Avenue,Julia,Johnson,3,Daughter,NA,Female,Child,None,NA
18,Fornaxjar Avenue,Yvonne,Fletcher,48,Head,Single,Female,Regulatory affairs officer,None,
19,Fornaxjar Avenue,Gavin,Watts,56,Head,Single,Male,Unemployed,None,Intramystical
19,Fornaxjar Avenue,Gillian,Watts,33,Daughter,Divorced,Female,Sales executive,None,Intramystical
19,Fornaxjar Avenue,Toby,Watts,30,Son,Single,Male,Warden/ranger,None,Intramystical
20,Fornaxjar Avenue,Kyle,Carter,82,Head,Widowed,Male,Retired Prison officer,None,None
20,Fornaxjar Avenue,Elliott,Carter,50,Son,Single,Male,"Scientist, research (life sciences)",None,None
20,Fornaxjar Avenue,Clifford,Carter,50,Son,Divorced,Male,Unemployed,None,None
20,Fornaxjar Avenue,Craig,Carter,48,Son,Single,Male,Materials engineer,None,None
21,Fornaxjar Avenue,Katie,Thomas,48,Head,Married,Female,Adult nurse,None,Intramystical
21,Fornaxjar Avenue,Raymond,Thomas-Walker,51,Husband,Married,Male,Freight forwarder,None,None
21,Fornaxjar Avenue,Claire,Thomas-Walker,16,Daughter,NA,Female,Student,None,NA
21,Fornaxjar Avenue,Jean,Thomas-Walker,13,Daughter,NA,Female,Student,None,NA
22,Fornaxjar Avenue,Samantha,Dawson,43,Head,Married,Female,"Designer, multimedia",None,Triangulism
22,Fornaxjar Avenue,Duncan,Dawson,44,Husband,Married,Male,Records manager,None,Triangulism
22,Fornaxjar Avenue,Mathew,Dawson,8,Son,NA,Male,Student,None,NA
22,Fornaxjar Avenue,Phillip,Dawson,8,Son,NA,Male,Student,None,NA
23,Fornaxjar Avenue,Bruce,Smith,42,Head,Single,Male,"Therapist, nutritional",None,None
23,Fornaxjar Avenue,Susan,Smith-Jackson,38,Partner,Single,Female,"Research officer, political party",None,None
23,Fornaxjar Avenue,Daniel,Smith-Jackson,11,Son,NA,Male,Student,None,NA
23,Fornaxjar Avenue,Yvonne,Smith-Jackson,8,Daughter,NA,Female,Student,None,NA
24,Fornaxjar Avenue,Abdul,Johnston,28,Head,Single,Male,Electronics engineer,None,Utheism
25,Fornaxjar Avenue,Carly,Hughes,41,Head,Single,Female,Magazine journalist,None,
25,Fornaxjar Avenue,Derek,Atkinson,46,Partner,Single,Male,Dispensing optician,None,None
26,Fornaxjar Avenue,Katherine,Jones,31,Head,Married,Female,"Scientist, marine",None,None
26,Fornaxjar Avenue,Wayne,Jones,37,Husband,Married,Male,Automotive engineer,None,None
26,Fornaxjar Avenue,Charlie,Jones,7,Son,NA,Male,Student,None,NA
27,Fornaxjar Avenue,Billy,Porter,46,Head,Single,Male,"Programmer, applications",None,
27,Fornaxjar Avenue,Joe,Porter,9,Son,NA,Male,Student,None,NA
27,Fornaxjar Avenue,Barbara,Porter,8,Daughter,NA,Female,Student,None,NA
28,Fornaxjar Avenue,Ann,Thompson,44,Head,Single,Female,Unemployed,None,Septheism
28,Fornaxjar Avenue,Marion,Thompson,13,Daughter,NA,Female,Student,None,NA
28,Fornaxjar Avenue,Bethany,Thompson,13,Daughter,NA,Female,Student,None,NA
28,Fornaxjar Avenue,Jean,Thompson,9,Daughter,NA,Female,Student,None,NA
29,Fornaxjar Avenue,Karen,Hardy,22,Head,Single,Female,University Student,None,None
30,Fornaxjar Avenue,Suzanne,Lowe,48,Head,Married,Female,Electronics engineer,None,Intramystical
30,Fornaxjar Avenue,Liam,Lowe,50,Husband,Married,Male,Forensic psychologist,None,Intramystical
30,Fornaxjar Avenue,Lawrence,Lowe,5,Son,NA,Male,Student,None,NA
31,Fornaxjar Avenue,Mathew,Lucas,45,Head,Married,Male,Banker,None,Triangulism
31,Fornaxjar Avenue,Harriet,Lucas,40,Wife,Married,Female,"Civil engineer, contracting",None,Triangulism
31,Fornaxjar Avenue,Sheila,Lucas,11,Daughter,NA,Female,Student,None,NA
32,Fornaxjar Avenue,Harriet,Smith,43,Head,Single,Female,"Surveyor, quantity",None,Intramystical
32,Fornaxjar Avenue,Diana,Smith,16,Daughter,NA,Female,Student,None,NA
32,Fornaxjar Avenue,Pamela,Smith,13,Daughter,NA,Female,Student,None,NA
33,Fornaxjar Avenue,Julie,Murphy,45,Head,Single,Female,Acupuncturist,None,None
33,Fornaxjar Avenue,Tony,Wells,49,Partner,Single,Male,Special effects artist,None,None
33,Fornaxjar Avenue,Claire,Murphy,12,Daughter,NA,Female,Student,None,NA
33,Fornaxjar Avenue,Christian,Murphy,9,Son,NA,Male,Student,None,NA
34,Fornaxjar Avenue,Sara,Nicholls,56,Head,Married,Female,"Therapist, horticultural",None,Intramystical
34,Fornaxjar Avenue,Scott,Nicholls,59,Husband,Married,Male,Trading standards officer,None,None
34,Fornaxjar Avenue,George,Nicholls,16,Son,NA,Male,Student,None,NA
35,Fornaxjar Avenue,Annette,Porter,74,Head,Widowed,Female,Unemployed,None,Intramystical
35,Fornaxjar Avenue,Julian,Porter,50,Son,Single,Male,"Psychologist, counselling",None,Intramystical
35,Fornaxjar Avenue,Hilary,Porter,49,Daughter,Single,Female,"Psychologist, sport and exercise",None,Intramystical
36,Fornaxjar Avenue,Angela,Fletcher,57,Head,Divorced,Female,Comptroller,None,Intramystical
36,Fornaxjar Avenue,Joe,Fletcher,27,Son,Divorced,Male,Pharmacologist,None,None
36,Fornaxjar Avenue,Graeme,Fletcher,24,Son,Single,Male,Physiological scientist,None,None
37,Fornaxjar Avenue,Lesley,Johnson,22,Head,Single,Female,University Student,None,Intramystical
37,Fornaxjar Avenue,Thomas,Ryan,18,None,Single,Male,University Student,None,Intramystical
37,Fornaxjar Avenue,Ruth,Brown,21,None,Single,Female,University Student,None,Triangulism
37,Fornaxjar Avenue,Jenna,Hall,31,None,Single,Female,PhD Student,None,Triangulism
37,Fornaxjar Avenue,Neil,Thomas,27,None,Single,Male,PhD Student,None,Utheism
38,Fornaxjar Avenue,Roger,Elliott,44,Head,Single,Male,Food technologist,None,Intramystical
38,Fornaxjar Avenue,Carolyn,Hawkins,38,Partner,Single,Female,Fast food restaurant manager,None,Intramystical
38,Fornaxjar Avenue,Jason,Elliott,16,Son,NA,Male,Student,None,NA
38,Fornaxjar Avenue,Russell,Elliott,12,Son,NA,Male,Student,None,NA
1,White Lane,Mandy,Richardson,87,Head,Divorced,Female,Retired Exercise physiologist,None,Intramystical
2,White Lane,Charlene,Brown,40,Head,Single,Female,"Surveyor, insurance",None,Triangulism
2,White Lane,Graham,Brown,12,Son,NA,Male,Student,None,NA
2,White Lane,Sean,Brown,4,Son,NA,Male,Child,None,NA
3,White Lane,Georgina,West,77,Head,Married,Female,Retired Health service manager,None,None
3,White Lane,Tony,West,80,Husband,Married,Male,Retired Copy,None,None
4,White Lane,Sally,Gibson,41,Head,Single,Female,Unemployed,None,Triangulism
4,White Lane,Ian,Gibson,12,Son,NA,Male,Student,None,NA
4,White Lane,Carolyn,Gibson,8,Daughter,NA,Female,Student,None,NA
5,White Lane,Ellie,Jenkins,55,Head,Divorced,Female,Unemployed,None,Intramystical
5,White Lane,Nicole,Jenkins,22,Daughter,Single,Female,University Student,None,Intramystical
5,White Lane,Jenna,Jenkins,20,Daughter,Single,Female,University Student,None,None
5,White Lane,Bruce,Jenkins,16,Son,NA,Male,Student,None,NA
5,White Lane,Kirsty,Jenkins,13,Daughter,NA,Female,Student,None,NA
6,White Lane,Christine,Davies,50,Head,Single,Female,Clinical molecular geneticist,None,Intramystical
7,White Lane,Molly,Green,27,Head,Married,Female,Dance movement psychotherapist,None,None
7,White Lane,Graeme,Green,23,Husband,Married,Male,Unemployed,Silly,None
8,White Lane,Judith,Wilkinson,38,Head,Single,Female,Oncologist,None,None
9,White Lane,Charlotte,Williams,45,Head,Married,Female,Unemployed,None,Intramystical
9,White Lane,Derek,Williams,38,Husband,Married,Male,"Surveyor, planning and development",None,Intramystical
9,White Lane,Derek,Williams,14,Son,NA,Male,Student,None,NA
9,White Lane,Dale,Williams,10,Son,NA,Male,Student,None,NA
9,White Lane,Declan,Williams,7,Son,NA,Male,Student,None,NA
10,White Lane,Bruce,Walsh,48,Head,Single,Male,Museum/gallery curator,None,None
11,White Lane,Kerry,Davies,38,Head,Divorced,Female,Unemployed,None,None
11,White Lane,Phillip,Davies,17,Son,NA,Male,Student,None,NA
12,White Lane,Steven,Gilbert,60,Head,Single,Male,Race relations officer,None,None
12,White Lane,Rita,Kemp,32,None,Single,Female,Data processing manager,None,Triangulism
12,White Lane,Chelsea,Rees,32,None,Single,Female,Careers adviser,None,Intramystical
13,White Lane,Jason,Rogers,77,Head,Widowed,Male,"Retired Journalist, broadcasting",None,Utheism
13,White Lane,Elliot,Rogers,13,Grandson,NA,Male,Student,None,NA
14,White Lane,Marie,Young-Newton,36,Head,Single,Female,"Administrator, sports",None,None
14,White Lane,Stuart,Rogers,38,Partner,Single,Male,Metallurgist,None,None
14,White Lane,Abbie,Young-Newton,7,Daughter,NA,Female,Student,None,NA
14,White Lane,Leah,Young-Newton,6,Daughter,NA,Female,Student,None,NA
15,White Lane,Megan,Shaw,33,Head,Single,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,None
15,White Lane,Lee,Shaw,7,Son,NA,Male,Student,None,NA
16,White Lane,Hollie,Wood,46,Head,Single,Female,Photographer,None,Triangulism
17,White Lane,Michelle,Ryan,45,Head,Married,Female,Risk manager,None,None
17,White Lane,Philip,Ryan,49,Husband,Married,Male,Advertising account planner,None,None
17,White Lane,Sean,Ryan,19,Son,Divorced,Male,University Student,None,None
17,White Lane,Gerald,Ryan,16,Son,NA,Male,Student,None,NA
18,White Lane,Francis,Hayward,31,Head,Single,Male,Colour technologist,None,None
18,White Lane,Jean,Gibbs,28,Partner,Single,Female,Training and development officer,None,None
19,White Lane,Tracy,Reid,47,Head,Single,Female,Leisure centre manager,None,None
19,White Lane,Julie,Wells,46,Partner,Single,Female,Training and development officer,None,None
19,White Lane,Dean,Reid,30,Son,Single,Male,"Clinical scientist, histocompatibility and immunogenetics",None,None
19,White Lane,Ellie,Reid,27,Daughter,Single,Female,Therapeutic radiographer,None,None
19,White Lane,Shane,O'Sullivan-Reid,7,Son,NA,Male,Student,None,NA
20,White Lane,Danielle,White,41,Head,Divorced,Female,Chief Marketing Officer,None,None
20,White Lane,Julie,White,4,Daughter,NA,Female,Child,None,NA
20,White Lane,Sarah,Barker,55,Lodger,Single,Female,Chemical engineer,None,None
20,White Lane,Louis,Payne,41,Lodger,Divorced,Male,Environmental health practitioner,None,Intramystical
21,White Lane,Jeffrey,Reeves,49,Head,Married,Male,Industrial/product designer,None,Intramystical
21,White Lane,Vanessa,Reeves,47,Wife,Married,Female,Television production assistant,None,Intramystical
22,White Lane,Linda,Simmons,52,Head,Single,Female,Health and safety adviser,None,Intramystical
22,White Lane,Marian,Simmons,21,Daughter,Single,Female,University Student,None,Intramystical
22,White Lane,Sharon,Simmons,14,Daughter,NA,Female,Student,None,NA
23,White Lane,Diane,Anderson,38,Head,Single,Female,Educational psychologist,None,None
23,White Lane,Gary,Jones,34,Partner,Single,Male,Neurosurgeon,None,None
23,White Lane,Jay,Anderson,3,Son,NA,Male,Child,None,NA
24,White Lane,Katherine,Williams,52,Head,Single,Female,"Lighting technician, broadcasting/film/video",None,None
25,White Lane,Hannah,Gardner,81,Head,Married,Female,Retired Armed forces logistics/support/administrative officer,None,Utheism
25,White Lane,Lee,Gardner,82,Husband,Married,Male,Retired Aid worker,None,None
26,White Lane,Jacqueline,Wilson,24,Head,Single,Female,Unemployed,None,Washer
26,White Lane,Charlie,Jones,30,Partner,Single,Male,Armed forces training and education officer,None,None
27,White Lane,Naomi,Bird,32,Head,Married,Female,Quarry manager,None,None
27,White Lane,Peter,Bird,33,Husband,Married,Male,Marketing executive,None,None
27,White Lane,Alexandra,Bird,6,Daughter,NA,Female,Student,None,NA
28,White Lane,Michelle,Bennett,40,Head,Married,Female,Catering manager,None,Intramystical
28,White Lane,Roger,Bennett,41,Husband,Married,Male,"Surveyor, building",None,None
28,White Lane,Phillip,Bennett,24,Son,Divorced,Male,Clinical molecular geneticist,None,None
28,White Lane,Harry,Bennett,21,Son,Single,Male,University Student,None,Intramystical
28,White Lane,Christine,Bennett,16,Daughter,NA,Female,Student,None,NA
29,White Lane,Kevin,Cox,26,Head,Single,Male,Dentist,None,Triangulism
29,White Lane,Danielle,Cox,5,Daughter,NA,Female,Student,None,NA
29,White Lane,Bernard,Cox,4,Son,NA,Male,Child,None,NA
30,White Lane,Alice,Jones,69,Head,Married,Female,"Retired Nurse, mental health",None,Utheism
30,White Lane,Charles,Jones,74,Husband,Married,Male,Retired Commissioning editor,None,None
31,White Lane,Teresa,Barrett,40,Head,Single,Female,Ecologist,None,Intramystical
31,White Lane,Julie,Barrett,11,Daughter,NA,Female,Student,None,NA
1, ,Thomas,Carter,38,Head,Single,Male,Lexicographer,None,
2,Westhatch Street,Leon,Bennett,65,Head,Married,Male,"Designer, industrial/product",None,Intramystical
2,Westhatch Street,Elaine,Bennett,63,Wife,Married,Female,Volunteer coordinator,None,None
2,Westhatch Street,Carole,Bennett,15,Granddaughter,NA,Female,Student,None,NA
3,Westhatch Street,Dennis,Oliver,23,Head,Single,Male,"Engineer, broadcasting (operations)",None,None
3,Westhatch Street,Joyce,Smith,24,Partner,Single,Female,Chemical engineer,None,None
4,Westhatch Street,Sarah,Norman,43,Head,Single,Female,Data scientist,None,None
4,Westhatch Street,Victoria,Edwards,35,Lodger,Single,Female,Risk manager,None,None
5,Westhatch Street,Rachel,Parkin-Reynolds,39,Head,Married,Female,"Development worker, community",None,Triangulism
5,Westhatch Street,John,Parkin-Reynolds,41,Husband,Married,Male,Unemployed,None,None
5,Westhatch Street,Damian,Parkin-Reynolds,13,Son,NA,Male,Student,None,NA
6,Westhatch Street,Adrian,Davidson,63,Head,Divorced,Male,Geophysicist/field seismologist,None,Intramystical
7,Westhatch Street,Yvonne,Harris,79,Head,Married,Female,Retired Barrister,None,Intramystical
7,Westhatch Street,Ben,Harris,81,Husband,Married,Male,Retired Museum education officer,None,Intramystical
8,Westhatch Street,Russell,Buckley,35,Head,Single,Male,Production engineer,None,None
8,Westhatch Street,Jade,King,33,Partner,Single,Female,Careers information officer,None,None
9,Westhatch Street,Marion,Miller,26,Head,Single,Female,"Conservation officer, historic buildings",None,None
10,Westhatch Street,Barbara,Holmes,71,Head,Married,Female,Retired Actuary,None,None
10,Westhatch Street,Hugh,Holmes,73,Husband,Married,Male,Retired Armed forces technical officer,None,None
11,Westhatch Street,Pamela,Giles,63,Head,Single,Female,"Engineer, automotive",None,Triangulism
11,Westhatch Street,Timothy,Brooks,53,None,Single,Male,Human resources officer,None,Intramystical
11,Westhatch Street,Cameron,Ali,63,None,Single,Male,Geographical information systems officer,None,None
12,Westhatch Street,Kieran,Jones,55,Head,Single,Male,"Presenter, broadcasting",None,None
12,Westhatch Street,Megan,Jones,56,Partner,Single,Female,Public affairs consultant,None,None
13,Westhatch Street,Gillian,Richards,40,Head,Married,Female,Immigration officer,None,
13,Westhatch Street,Leslie,Richards-Ball,41,Husband,Married,Male,Government social research officer,None,
13,Westhatch Street,Darren,Richards-Ball,16,Son,NA,Male,Student,None,NA
13,Westhatch Street,Jack,Richards-Ball,15,Son,NA,Male,Student,None,NA
14,Westhatch Street,Steven,Moore,57,Head,Married,Male,Pensions consultant,None,None
14,Westhatch Street,Sheila,Moore,56,Wife,Married,Female,"Engineer, production",None,None
